category,title,description,upvotes,has_images,hour,area,priority
park,Park issue in Whitefield,"garden not maintained, plants dying. This is happening in Whitefield near the landmark.",1,0,9,Whitefield,low
park,Park issue in Malleshwaram,illegal activities in park due to no security. This is happening in Malleshwaram near the landmark.,12,0,8,Malleshwaram,medium
park,Park issue in MG Road,weed overgrowth in public park. This is happening in MG Road near the landmark.,47,1,5,MG Road,high
park,Park issue in HSR Layout,jogging track is damaged. This is happening in HSR Layout near the landmark.,17,1,3,HSR Layout,medium
park,Park issue in Koramangala,play area for kids is broken. This is happening in Koramangala near the landmark.,23,1,22,Koramangala,medium
park,Park issue in Whitefield,play area for kids is broken. This is happening in Whitefield near the landmark.,5,1,1,Whitefield,medium
park,Park issue in Jayanagar,play area for kids is broken. This is happening in Jayanagar near the landmark.,30,0,21,Jayanagar,high
park,Park issue in Whitefield,jogging track is damaged. This is happening in Whitefield near the landmark.,33,1,20,Whitefield,high
park,Park issue in HSR Layout,park bench is broken. This is happening in HSR Layout near the landmark.,37,0,16,HSR Layout,high
park,Park issue in Indiranagar,fountain not working for months. This is happening in Indiranagar near the landmark.,46,1,4,Indiranagar,high
park,Park issue in MG Road,park gate is broken. This is happening in MG Road near the landmark.,10,0,1,MG Road,medium
park,Park issue in MG Road,"garden not maintained, plants dying. This is happening in MG Road near the landmark.",32,1,23,MG Road,high
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,46,1,20,Malleshwaram,high
park,Park issue in Indiranagar,weed overgrowth in public park. This is happening in Indiranagar near the landmark.,5,0,8,Indiranagar,medium
park,Park issue in Jayanagar,"garden not maintained, plants dying. This is happening in Jayanagar near the landmark.",4,0,17,Jayanagar,low
park,Park issue in Koramangala,park lights not working. This is happening in Koramangala near the landmark.,11,1,1,Koramangala,medium
park,Park issue in Jayanagar,jogging track is damaged. This is happening in Jayanagar near the landmark.,8,1,7,Jayanagar,medium
park,Park issue in Malleshwaram,park gate is broken. This is happening in Malleshwaram near the landmark.,41,0,14,Malleshwaram,high
park,Park issue in Indiranagar,illegal activities in park due to no security. This is happening in Indiranagar near the landmark.,23,0,10,Indiranagar,medium
park,Park issue in Jayanagar,garbage inside the garden area. This is happening in Jayanagar near the landmark.,39,0,20,Jayanagar,high
park,Park issue in Malleshwaram,weed overgrowth in public park. This is happening in Malleshwaram near the landmark.,30,1,16,Malleshwaram,high
park,Park issue in Whitefield,park bench is broken. This is happening in Whitefield near the landmark.,11,1,2,Whitefield,medium
park,Park issue in Jayanagar,"garden not maintained, plants dying. This is happening in Jayanagar near the landmark.",25,0,14,Jayanagar,medium
park,Park issue in Jayanagar,park lights not working. This is happening in Jayanagar near the landmark.,17,1,7,Jayanagar,medium
park,Park issue in HSR Layout,play area for kids is broken. This is happening in HSR Layout near the landmark.,39,1,1,HSR Layout,high
park,Park issue in MG Road,park gate is broken. This is happening in MG Road near the landmark.,34,0,20,MG Road,high
park,Park issue in Koramangala,illegal activities in park due to no security. This is happening in Koramangala near the landmark.,32,1,5,Koramangala,high
park,Park issue in MG Road,park bench is broken. This is happening in MG Road near the landmark.,37,1,22,MG Road,high
park,Park issue in Malleshwaram,park bench is broken. This is happening in Malleshwaram near the landmark.,28,0,18,Malleshwaram,high
park,Park issue in HSR Layout,fountain not working for months. This is happening in HSR Layout near the landmark.,24,1,21,HSR Layout,medium
park,Park issue in HSR Layout,jogging track is damaged. This is happening in HSR Layout near the landmark.,28,1,3,HSR Layout,high
park,Park issue in HSR Layout,play area for kids is broken. This is happening in HSR Layout near the landmark.,4,1,10,HSR Layout,low
park,Park issue in MG Road,park bench is broken. This is happening in MG Road near the landmark.,4,1,13,MG Road,low
park,Park issue in HSR Layout,park lights not working. This is happening in HSR Layout near the landmark.,1,1,19,HSR Layout,low
park,Park issue in Jayanagar,park lights not working. This is happening in Jayanagar near the landmark.,28,1,6,Jayanagar,high
park,Park issue in Jayanagar,garbage inside the garden area. This is happening in Jayanagar near the landmark.,27,1,14,Jayanagar,high
park,Park issue in Whitefield,jogging track is damaged. This is happening in Whitefield near the landmark.,9,1,8,Whitefield,medium
park,Park issue in Whitefield,park lights not working. This is happening in Whitefield near the landmark.,49,0,1,Whitefield,high
park,Park issue in Whitefield,weed overgrowth in public park. This is happening in Whitefield near the landmark.,46,1,1,Whitefield,high
park,Park issue in HSR Layout,park gate is broken. This is happening in HSR Layout near the landmark.,29,0,1,HSR Layout,high
park,Park issue in Koramangala,garbage inside the garden area. This is happening in Koramangala near the landmark.,30,0,14,Koramangala,high
park,Park issue in MG Road,play area for kids is broken. This is happening in MG Road near the landmark.,40,0,10,MG Road,high
park,Park issue in HSR Layout,weed overgrowth in public park. This is happening in HSR Layout near the landmark.,43,0,9,HSR Layout,high
park,Park issue in Malleshwaram,park bench is broken. This is happening in Malleshwaram near the landmark.,45,0,12,Malleshwaram,high
park,Park issue in HSR Layout,park lights not working. This is happening in HSR Layout near the landmark.,31,1,12,HSR Layout,high
park,Park issue in Jayanagar,illegal activities in park due to no security. This is happening in Jayanagar near the landmark.,34,0,20,Jayanagar,high
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,36,1,17,Malleshwaram,high
park,Park issue in Malleshwaram,jogging track is damaged. This is happening in Malleshwaram near the landmark.,32,1,4,Malleshwaram,high
park,Park issue in Jayanagar,"garden not maintained, plants dying. This is happening in Jayanagar near the landmark.",17,1,18,Jayanagar,medium
park,Park issue in HSR Layout,park gate is broken. This is happening in HSR Layout near the landmark.,48,1,1,HSR Layout,high
park,Park issue in Koramangala,play area for kids is broken. This is happening in Koramangala near the landmark.,22,0,21,Koramangala,medium
park,Park issue in Jayanagar,park gate is broken. This is happening in Jayanagar near the landmark.,10,1,4,Jayanagar,medium
park,Park issue in Koramangala,park bench is broken. This is happening in Koramangala near the landmark.,8,0,4,Koramangala,medium
park,Park issue in HSR Layout,play area for kids is broken. This is happening in HSR Layout near the landmark.,40,0,15,HSR Layout,high
park,Park issue in MG Road,fountain not working for months. This is happening in MG Road near the landmark.,9,1,7,MG Road,medium
park,Park issue in Koramangala,"garden not maintained, plants dying. This is happening in Koramangala near the landmark.",33,1,7,Koramangala,high
park,Park issue in Jayanagar,jogging track is damaged. This is happening in Jayanagar near the landmark.,45,1,17,Jayanagar,high
park,Park issue in Malleshwaram,illegal activities in park due to no security. This is happening in Malleshwaram near the landmark.,22,0,6,Malleshwaram,medium
park,Park issue in Malleshwaram,garbage inside the garden area. This is happening in Malleshwaram near the landmark.,21,0,12,Malleshwaram,medium
park,Park issue in Koramangala,park bench is broken. This is happening in Koramangala near the landmark.,36,0,1,Koramangala,high
park,Park issue in HSR Layout,fountain not working for months. This is happening in HSR Layout near the landmark.,0,0,3,HSR Layout,low
park,Park issue in HSR Layout,park lights not working. This is happening in HSR Layout near the landmark.,38,0,15,HSR Layout,high
park,Park issue in Koramangala,garbage inside the garden area. This is happening in Koramangala near the landmark.,36,0,23,Koramangala,high
park,Park issue in Malleshwaram,garbage inside the garden area. This is happening in Malleshwaram near the landmark.,15,1,14,Malleshwaram,medium
park,Park issue in Malleshwaram,fountain not working for months. This is happening in Malleshwaram near the landmark.,2,1,4,Malleshwaram,low
park,Park issue in MG Road,park gate is broken. This is happening in MG Road near the landmark.,44,1,0,MG Road,high
park,Park issue in Koramangala,"garden not maintained, plants dying. This is happening in Koramangala near the landmark.",11,0,8,Koramangala,medium
park,Park issue in Jayanagar,play area for kids is broken. This is happening in Jayanagar near the landmark.,3,1,21,Jayanagar,low
park,Park issue in MG Road,illegal activities in park due to no security. This is happening in MG Road near the landmark.,25,0,12,MG Road,medium
park,Park issue in Indiranagar,play area for kids is broken. This is happening in Indiranagar near the landmark.,9,0,2,Indiranagar,medium
park,Park issue in HSR Layout,park gate is broken. This is happening in HSR Layout near the landmark.,38,0,11,HSR Layout,high
park,Park issue in Jayanagar,jogging track is damaged. This is happening in Jayanagar near the landmark.,23,1,1,Jayanagar,medium
park,Park issue in Whitefield,play area for kids is broken. This is happening in Whitefield near the landmark.,8,0,15,Whitefield,medium
park,Park issue in Jayanagar,park lights not working. This is happening in Jayanagar near the landmark.,0,1,3,Jayanagar,low
park,Park issue in HSR Layout,jogging track is damaged. This is happening in HSR Layout near the landmark.,25,1,15,HSR Layout,medium
park,Park issue in Malleshwaram,"garden not maintained, plants dying. This is happening in Malleshwaram near the landmark.",2,0,4,Malleshwaram,low
park,Park issue in MG Road,weed overgrowth in public park. This is happening in MG Road near the landmark.,25,0,5,MG Road,medium
park,Park issue in Whitefield,fountain not working for months. This is happening in Whitefield near the landmark.,16,0,23,Whitefield,medium
park,Park issue in Malleshwaram,"garden not maintained, plants dying. This is happening in Malleshwaram near the landmark.",28,1,14,Malleshwaram,high
park,Park issue in Malleshwaram,play area for kids is broken. This is happening in Malleshwaram near the landmark.,24,0,4,Malleshwaram,medium
park,Park issue in Koramangala,park bench is broken. This is happening in Koramangala near the landmark.,40,1,1,Koramangala,high
park,Park issue in HSR Layout,weed overgrowth in public park. This is happening in HSR Layout near the landmark.,44,1,14,HSR Layout,high
park,Park issue in HSR Layout,park bench is broken. This is happening in HSR Layout near the landmark.,6,0,21,HSR Layout,medium
park,Park issue in Whitefield,play area for kids is broken. This is happening in Whitefield near the landmark.,11,0,3,Whitefield,medium
park,Park issue in Malleshwaram,"garden not maintained, plants dying. This is happening in Malleshwaram near the landmark.",0,0,6,Malleshwaram,low
park,Park issue in Whitefield,weed overgrowth in public park. This is happening in Whitefield near the landmark.,10,1,23,Whitefield,medium
